Serial,DeploymentId,Name,DBA,InvHub-Invoices,InvHub-Statements,EP-Unknown,EP-Unknown-PAID,EP-SO,EP-SO-PAID,EP-PartsDeposit,EP-PartsDeposit-PAID,EP-SalesDeposit,EP-SalesDeposit-PAID,EP-Invoice,EP-Invoice-PAID,EP-SODeposit,EP-SODeposit-PAID,EP-ApptDeposit,EP-ApptDeposit-PAID,EP-ARExpressPay,EP-ARExpressPay-PAID,EP-ARStatement,EP-ARStatement-PAID,Usage-AddWork,Usage-AddWorkTech,Usage-ArchiveCount,Usage-AttachmentCount,Usage-AutoBilling,Usage-BarcodeLabel,Usage-BinLabel,Usage-CustomerCare,Usage-DataTablesTotalSize,Usage-DealActivity,Usage-DueBill,Usage-eSignature,Usage-InspectionReportLayout,Usage-MakeReady,Usage-MaxUsers,Usage-OnlineApproval,Usage-PartRequest,Usage-PickTicketLabel,Usage-PurchaseOrder,Usage-ServiceEstimates,Usage-ServiceInspections,Usage-ServiceOrders,Usage-ServiceOrders-Closed,Usage-ServiceOrders-CustPay,Usage-ServieOrders-WithMedia,Usage-SOPLabel,Usage-TiresInStorage,Usage-TireStorageLabel,Usage-VSL,Usage-WPEvent
6177,215CB994-A65A-4E22-B4B8-434CE3B69A52,CLARE DODGE CHRYSLER LIMITED,,164,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,2154,183,0,0,0,0,0,0,0,,,0,15,0,0,1,0,70,,198,167,159,0,1,0,0,0,167
6179,DA03DD40-563E-42AB-946D-C593808EA1EF,DOBSON'S SIGNATURE AUTO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,7129,184,0,0,0,0,0,1,0,,,0,4,0,0,0,164,0,,162,151,126,0,1,0,0,0,389
6180,B947F6AE-469A-47AC-B6E3-1B60C14834E5,677835 NB INC,FREDERICTON MITSUBISHI,55,20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,19063,924,0,1,0,2,1648,0,176,,,0,24,0,588,1,202,108,,643,586,365,0,1,179,4,1,3768
6181,B65E5336-2DE6-44AA-9569-48D05E42ACEC,TRURO NISSAN LIMITED,,149,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,3566,1803,0,1,0,2,0,0,39,,,0,20,0,0,1,0,130,,539,494,321,0,1,0,0,0,1233
6182,CC3A53BD-F763-4AA4-A3E0-8646B467602E,HIGHLAND FORD SALES LIMITED,,449,1,0,0,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,6073,174,0,0,0,0,0,0,39,,,0,32,0,0,1,0,0,,1090,985,812,0,0,137,3,0,467
6183,C41AC73F-025A-45C0-A663-1C866ECBC072,HIGHLAND NISSAN,,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,2981,140,0,1,0,0,0,0,62,,,0,22,0,0,1,0,83,,637,596,434,0,2,112,3,0,646
6184,55DFB097-2BBF-487C-8A81-4FA515EF1BEC,BRIDGEWATER VOLKSWAGEN,,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,289,2930,38,0,0,0,0,0,0,19,,,27,23,0,540,1,13,41,,425,351,306,0,0,231,3,0,5424
6185,17E0D7DB-7803-405B-A504-1472279A7879,SCOTIA HYUNDAI,,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,2042,69,0,0,0,0,0,0,0,,0,0,14,0,0,1,0,26,0,375,278,218,0,0,158,1,1,2051
6186,E9F4A715-13E7-40A8-BA7E-2B0320053441,MARSH MOTORS CHRYSLER LIMITED,,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,942,50,0,0,0,0,0,0,0,,0,0,11,0,0,1,0,0,0,227,164,69,0,0,0,0,0,45
6187,96DBFF97-4206-433D-98E1-7E0342C3AAA9,TUSKET SALES & SERVICE LTD.,,812,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,911,661,7077,605,0,0,0,5,0,0,261,,,0,39,0,49,1,195,1,,1081,862,706,0,1,0,0,0,4159
6188,6A4136C8-A44D-4EB3-B8C8-6C3B494F9A68,SUBARU OF MONCTON (STEELE AUTO GROUP),,247,13,0,0,15,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,290,43,1970,434,0,1,0,1,0,0,556,,,39,30,0,326,2,7,99,,752,695,523,0,1,0,0,0,12469
6189,98F91375-E8C1-4342-AE1A-20CA8D37ED04,RACE AUTO GROUP,,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,0,271,8,0,0,0,0,8,0,0,,0,0,7,0,0,0,0,0,0,133,123,36,0,0,0,0,0,4
6190,0D5564A6-0187-4F55-842A-8DCFA4E0E0CB,LYLE BONGARD'S RV SALES LTD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
6191,96A5223C-FCA0-4A5F-AE63-5DE7CE81AF7A,STEELE AUTO GROUP LIMITED,,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,,,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6192,54800072-D6E9-49D7-A56F-628907CA53CE,STEELE SUBARU,,371,42,0,0,0,0,4,2,3,3,0,0,0,0,1,1,0,0,0,0,966,695,6826,414,0,1,1,1,0,0,270,,,161,39,0,1615,1,330,16,,975,836,654,0,1,0,0,0,8670
6193,AC4794BB-F011-460D-BE60-A9DF960354F2,STEELE MAZDA,,147,25,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,688,4715,175,0,2,0,5,0,0,245,,,30,33,0,1709,1,33,2,,959,883,736,19,1,0,0,0,11571
6194,29D6F6D2-BA2E-496B-8FD2-7B1A76A2833A,3039214 Nova Scotia Limited ,STEELE HYUNDAI,941,41,0,0,440,168,36,25,144,100,0,0,0,0,0,0,0,0,0,0,955,4,8963,3598,0,2,0,4,0,0,229,,,176,49,0,830,1,293,2,,1365,1257,1001,153,2,0,0,0,21483
6195,630B617A-8041-4E12-88CD-9F89F4759CA2,STEELE CHRYSLER PLYMOUTH LIMITED,,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1201,0,0,0,8,0,2,,,0,4,0,0,1,0,0,,0,0,0,0,0,0,0,0,113
6196,91CD24E1-9FCB-42DC-B832-C9075329C943,AUDI HALIFAX (STEELE),,153,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,998,434,4097,346,0,1,0,2,0,12,8,,,55,33,0,818,1,279,2,,683,596,515,2,1,0,0,0,10103
6197,B9CAD0F4-CD86-4CB2-97DA-DB9CAABAA962,STEELE VOLKSWAGEN LIMITED,,450,47,0,0,19,7,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1319,576,10595,626,0,1,0,0,0,0,0,,,93,40,0,1990,1,257,7,,954,853,642,0,1,0,0,0,13109
6198,D805040C-415C-4AD1-ADF7-00F82CC31DE5,3041518 NOVA SCOTIA LIMITED,STEELE FORD,882,96,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,886,354,10971,1223,0,2,1,1,0,0,253,,,88,61,0,544,2,570,29,,1291,1082,869,0,2,0,0,0,18369
6199,2950B89B-6C94-4E41-8689-E8B98FFD5704,STEELE COLLISION CENTER - HALIFAX,,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,41,0,0,0,0,35096,0,0,,,0,5,0,0,0,55,0,,0,0,0,0,0,0,0,0,22
6201,A10C57C2-30B6-408E-BB57-7E863E8AEC22,WEYBURN CHRYSLER DODGE JEEP RAM LTD.,WEYBURN CHRYSLER DODGE JEEP RAM ,120,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,2210,132,0,0,0,0,0,0,0,,0,0,17,0,1,1,0,0,0,305,258,166,0,1,0,0,1,88
6202,12EFF604-9088-4F66-A338-84112FB8ED88,DRIVING CHANGE AUTOMOTIVE GROUP LTD.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63635,5189,0,0,0,22,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,364
6206,30561B59-0293-4C20-8E1A-82A901402512,RIVERSIDE DODGE CHRYSLER JEEP,,288,31,0,0,6,2,3,1,0,0,0,0,7,2,0,0,0,0,0,0,745,595,4615,173,0,1,0,0,8,0,21,,0,0,26,0,871,1,0,91,0,560,476,286,0,1,112,2,0,4156
6207,03CD4E14-85D8-4A17-BE09-73CA8C501F93,WESTERN DODGE CHRYSLER JEEP,,268,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,4434,156,0,0,0,0,0,0,0,,,0,19,0,0,1,0,18,,480,406,237,0,1,102,2,0,1183
6212,FB0F3C24-F13C-4B1D-8ECD-7DA471FDC1B1,101068197 SASKATCHEWAN LTD.,DIAMOND CHRYSLER DODGE JEEP RAM,69,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,2115,127,0,0,0,0,8,0,11,,,0,14,0,0,1,0,153,,348,291,198,0,1,0,0,0,983
6216,393A2A5F-7795-4B8C-8E0C-BE25EC0095BE,REGIER HONDA,,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,2344,77,0,0,0,0,8,0,0,,0,0,8,0,0,0,0,30,0,283,270,189,0,0,0,0,0,790
6218,83AF933F-EE44-46C6-B50A-445024F75C8F,L. H. BRADLEY & SON LTD.,,87,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2105,86,0,0,0,0,8,0,0,,0,0,13,0,0,1,0,0,0,270,212,189,0,1,0,0,0,103
6225,FBC2B77B-80B4-4EEF-B5A8-31CCA1C1E925,NABER FORD SALES LTD.,NABER POWERSPORTS DIVISION,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1064,248,0,5,0,0,8,0,0,,,0,9,0,0,3,0,0,,100,49,36,0,6,0,0,0,129
6229,9779FCBE-A5D7-4FEB-A94F-58ED004E1903,ULMER CHEVROLET,,667,47,0,0,3,3,0,0,0,0,0,0,11,6,0,0,0,0,0,0,558,284,9932,2481,0,1,0,0,0,37,0,,,0,48,0,691,1,420,120,,1720,1577,1045,15,2,0,0,0,10019
6230,AD5F54E8-47F9-43ED-9736-25EF7389EC02,Eagle Creek Motor Products Ltd.,,273,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,8704,495,0,1,0,0,8,0,0,,8,0,25,0,0,1,160,5,0,1497,1368,1243,0,1,0,0,0,811
6231,86C8DFA4-5695-480D-97A9-31CE89F6DE5B,UNITY MOTOR PRODUCTS LTD,,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,1727,25,0,1,0,0,0,0,0,,0,0,15,0,201,1,53,0,0,322,288,182,0,1,0,0,0,742
6236,D76C6D00-79EE-4661-AC53-E02F20754943,POWER DODGE LTD.,,119,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,91,2791,116,0,2,0,1,0,0,0,,59,3,13,0,0,0,10,143,0,340,330,192,0,1,0,0,0,1048
6237,8F404FB8-4F11-499E-9B8D-CE9190DD9558,YORKTON DODGE,,203,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2834,126,0,0,0,0,0,0,0,,0,0,12,0,0,1,0,23,0,434,369,228,0,1,0,0,0,737
6245,BAA85733-B010-4626-84F2-C605376E96F3,MELVILLE CHEVROLET BUICK GMC,,220,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2746,685,0,0,0,0,0,0,0,,0,0,18,0,0,1,0,0,0,636,584,417,0,1,0,0,0,757
6246,A3C68093-0C9D-4C90-BDA6-B0F9ECB0B306,FAST TOYS FOR BOYS LTD. ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,5,4,5,,0,0,0,0,0
6248,969E18F9-37DB-474E-A117-BD80B2757F42,REDLINE CHRYSLER DODGE RAM,,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,8,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6250,FF00ACA2-6507-432C-A086-21010B2A7863,WHEAT COUNTRY MOTORS,,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,1077,87,0,0,0,0,8,0,8,,,0,9,0,0,0,0,13,,510,469,71,0,0,0,0,0,196
6253,8822A733-2B24-4928-BCC0-34B7CA4FB21A,WESTERN TRUCK CENTRE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6254,86ACCCC4-E9D6-4CB7-9B72-EAF40F0C4F01,TWO WAY SERVICE,,84,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,0,1230,35,0,1,1,0,8,0,0,,0,0,7,0,0,0,0,1,0,265,234,219,0,1,0,0,0,123
6255,97006418-AB70-47D7-B2FB-BF2D9262A314,ESTEVAN MOTORS LTD.,,277,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,1751,101,0,1,0,0,0,0,0,,0,0,10,0,0,1,0,7,0,318,250,223,0,1,0,0,0,164
6256,97C3C49D-E64C-4986-9E8B-CED8BF08F210,PINERIDGE FORD SALES LTD.,,143,26,0,0,6,4,4,1,0,0,0,0,1,1,0,0,1,1,0,0,128,26,2271,394,0,1,0,0,0,0,173,,,0,18,0,31,1,98,86,,254,208,174,0,2,44,1,0,537
6257,AB349B89-B157-4AD4-9EC7-D870044B10E4,Legend Holdings Ltd.,DriveNation Saskatoon,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,2,0,0,0,0,8,0,0,,0,0,15,0,0,0,800,0,0,0,0,0,0,0,0,0,0,4
6258,AB349B89-B157-4AD4-9EC7-D870044B10E4,DRIVENATION REGINA A DIVISION OF FFUN MOTOR GROUP,DRIVENATION REGINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,2,0,0,0,0,8,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6259,AB349B89-B157-4AD4-9EC7-D870044B10E4,DRIVENATION PRINCE ALBERT A DIVISION OF FFUN MOTOR GROUP,DRIVENATION PRINCE ALBERT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1381,2,0,0,0,0,8,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6260,2CBDFC91-50CB-41DF-8A89-4EE5079599FE,M AUTO GROUP MOOSE JAW LTD.,MURRAY GM MOOSE JAW,453,66,0,0,18,12,0,0,9,7,0,0,3,2,0,0,8,6,7,7,984,472,6147,290,0,2,0,1,0,0,176,,0,0,47,0,1818,1,366,14,0,1198,1101,722,0,1,840,3,0,2731
6261,383F68DF-D440-445B-819D-0E6D0E46321C,HUGE RICKY HOLDINGS,LAKELAND HYUNDAI,144,23,0,0,0,0,0,0,0,0,0,0,9,7,0,0,3,1,9,7,425,34,4223,373,0,1,0,3,3360,0,0,,,0,24,0,928,1,0,9,,495,435,312,7,1,0,0,1,4421
6262,81ED8E88-266C-4374-BA36-A56C16069CE1,1980026 ALBERTA LTD,LLOYDMINSTER HYUNDAI,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,219,2757,156,0,1,1,1,0,0,0,,0,0,16,0,16,0,1,49,0,343,244,207,0,1,0,0,0,57
6263,CE8FA71E-FA75-4B98-A964-6E8E450D8C64,Reid Motors Ltd.,Reid Motors Ltd.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,3,,0,,0,0,,0,0,0,,,0,,0,0
6264,93F519F0-521F-44A2-859C-AEB6AA473E89,NABER LEASING & RENTALS LTD,NABER LEASING & RENTALS LTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3178,226,0,0,0,0,8,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
6265,57CAA569-1024-4B0C-8236-5EC2F897B3D0,Service Retention Systems,Service Retention Systems,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0
6266,F0BD61CA-1F44-4E6E-8DE7-5A8190942252,RIPLEY FORD,,324,96,0,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,813,0,5637,486,0,1,0,0,0,0,20,,,0,42,0,0,1,0,295,,780,627,331,0,1,27,2,0,3311
6267,59B12BBE-0718-422C-BD25-228DDA0A2CD9,ANDERSON MOTORS LTD.,,348,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,3935,279,0,1,0,0,8,0,289,,,0,33,0,0,1,8,0,,684,485,414,0,1,0,0,0,1880
6268,AB945FC3-D7FA-4914-817D-E32162AAF023,EVERGREEN NISSAN LTD.,,176,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,1785,94,0,1,1,0,8,0,230,,,0,16,0,0,1,12,1,,353,298,224,0,0,0,0,0,175
6270,EEFDF50D-0732-4F47-9C6F-D4A6CFF9934C,SENCHUK FORD SALES LTD.,,298,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,140,2568,200,0,1,0,0,8,0,0,,0,0,18,0,0,0,85,1,0,441,311,278,0,1,1,1,0,707
6271,E7D38A04-4124-421A-B778-D523842B8D6A,INDIAN HEAD CHRYSLER DODGE JEEP RAM,,382,33,0,0,47,11,1,1,8,4,6,1,1,0,1,1,14,12,1,0,540,430,3186,2415,0,1,0,1,0,0,107,,,101,22,28,753,1,14,107,,325,287,234,1,1,29,2,0,11269
6274,12EFF604-9088-4F66-A338-84112FB8ED88,MOOSE JAW FORD SALES (2018) LTD.,,505,108,0,0,42,20,0,0,0,0,0,0,0,0,0,0,10,4,18,6,699,330,63635,5189,0,1,0,22,0,0,201,,,230,45,0,1214,1,9,462,,1071,874,619,0,2,254,2,0,3698
6275,12EFF604-9088-4F66-A338-84112FB8ED88,PRAIRIE AUTO SALES (2018) LTD,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63635,5189,0,0,0,22,0,0,0,,,8,3,0,0,0,0,0,,0,0,0,0,0,5,0,0,135
6276,AB349B89-B157-4AD4-9EC7-D870044B10E4,LEGEND HOLDINGS LTD,FFUN CARS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1381,2,0,0,0,0,8,0,0,,0,0,1,0,0,1,0,3,0,171,78,12,0,1,0,0,0,0
6277,E342C827-3255-4AE2-8C01-44BD93D20134,MERLIN FL SALES LTD.,MERLIN FORD LINCOLN,1927,227,0,0,70,19,0,0,49,25,1,0,0,0,0,0,0,0,0,0,800,191,18231,4031,0,1,1,0,160,0,3,,0,0,78,0,48,1,484,12,0,1556,1269,656,1,1,0,0,0,5010
6278,e122d309-ed6f-4569-8098-d02f16ddc625,CANADA WEST RV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6279,c6525a95-5d2b-49cb-a33d-7f7c97aef4bb,MIDCAN,,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,8,0,0,,,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,5
6280,A825CF63-AEDC-42BD-9BB1-8103AB8A0ECD,MEADOW LAKE CHRYSLER DODGE JEEP RAM LTD,,77,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,232,2725,145,0,1,0,0,0,0,2,,,9,19,0,455,2,3,20,,333,306,184,0,1,0,0,0,864
6281,12EFF604-9088-4F66-A338-84112FB8ED88,BENNETT DUNLOP FORD SALES (1993) LTD.,,1287,220,0,0,84,54,26,19,10,6,0,0,0,0,0,0,29,12,1,1,5059,4057,63635,5189,2,2,0,22,0,0,295,,,1,95,16,7515,1,1064,47,,3393,2753,2162,363,1,5,0,0,17395
6282,12EFF604-9088-4F66-A338-84112FB8ED88,BDF INVESTMENTS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63635,5189,0,0,0,22,0,0,0,,,0,17,0,0,0,0,0,,0,0,0,0,0,5,0,0,0
6283,12EFF604-9088-4F66-A338-84112FB8ED88,BENNETT DUNLOP OUTLET,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63635,5189,0,0,0,22,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,5,0,0,369
6284,9D12A53A-4CBA-4FEB-A9BC-7A7317A7BCD2,LAKELAND FORD SALES 2009 LIMITED,,498,74,0,0,19,19,0,0,0,0,0,0,3,1,0,0,1,1,16,13,1152,942,8774,564,0,1,0,0,0,0,5,,,1,50,0,3077,1,1,4,,1166,946,560,1,2,0,0,0,4603
6286,CC0BBCBE-B512-4825-ACB1-9A70FA327D55,M. AUTO GROUP ESTEVAN LTD,MURRAY GM ESTEVAN,325,51,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,3,3,581,468,7022,565,0,4,0,0,0,0,0,,0,172,43,0,773,9,23,111,0,759,570,401,34,13,219,3,1,4271
6287,7EC26007-CE38-4961-B816-ABD6061C5774,NU LINE AUTO SALES & SERVICE INC.,,232,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,1109,51,0,0,0,0,0,0,0,,,0,9,0,0,1,0,21,,210,140,180,0,1,0,0,0,103
6288,8238b135-e775-404b-8694-12f7d0325ea4,JUBILEE FORD SALES (1983) LTD,,1296,67,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1324,929,35753,2365,245,1,1,3,0,13,1,,,184,85,0,1486,2,181,28,,2076,1602,1289,0,1,0,0,1,9543
6289,8238b135-e775-404b-8694-12f7d0325ea4,SASKATOON MITSUBISHI LTD.,,114,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,10,35753,2365,0,0,0,3,0,0,152,,,0,13,0,0,1,42,201,,409,353,333,0,1,0,0,1,252
6290,17DC2DEF-993B-4368-86B3-2B8AE965D885,102067679 SASKATCHEWAN LTD,NORTH BATTLEFORD HYUNDAI,59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,225,3645,866,0,1,0,1,8,14,75,,,0,18,27,1279,1,0,63,,374,342,255,48,1,105,1,0,1171
6292,e62c6b32-5ce2-4ee1-8924-407c1f92dd3e,DISCOVERY FORD SALES LTD.,DISCOVERY FORD SALES HUMBOLDT,521,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,38,7398,591,0,0,0,0,0,0,0,,0,73,42,0,1098,1,229,141,0,822,690,548,2,1,128,3,0,2511
6293,66e90d5f-b84a-47d2-be8d-45df37a54444,NOVLAN BROS. SALES PARTNERSHIP ,,24,0,0,0,5,1,1,0,20,13,0,0,0,0,0,0,0,0,0,0,296,4,10329,1850,0,1,0,1,0,0,168,,,0,37,0,1,1,30,24,,600,479,212,0,1,0,0,0,976
6294,66e90d5f-b84a-47d2-be8d-45df37a54444,NOVLAN BROS. SALES PARTNERSHIP (LLOYDMINSTER),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,19,10329,1850,0,0,0,1,0,0,0,,,0,21,0,0,0,11,7,,186,41,57,0,0,0,0,0,554
6295,66e90d5f-b84a-47d2-be8d-45df37a54444,NOVLAN BROS. SALES PARTNERSHIP (NORTH BATTLEFORD),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10329,1850,0,1,0,1,0,0,0,,,0,13,0,77,1,8,5,,61,26,21,0,1,0,0,0,379
6296,66e90d5f-b84a-47d2-be8d-45df37a54444,NOVLAN BROS. SALES PARTNERSHIP (PARADISE HILL),,1016,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10329,1850,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,474
6297,66e90d5f-b84a-47d2-be8d-45df37a54444,NOVLAN BROS SALES PARTNERSHIP (LLOYDMINSTER) HUB,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10329,1850,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,118
6298,8238b135-e775-404b-8694-12f7d0325ea4,MOBIL 1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35753,2365,0,0,0,3,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,590
6299,8238b135-e775-404b-8694-12f7d0325ea4,MOBIL 1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35753,2365,0,0,0,3,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,590
6318,3F56AA32-DEEF-4CF3-AF26-283890128901,J.J. STEWART MOTORS LTD.,,500,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,5662,17,0,1,0,0,8,0,0,,0,0,16,0,0,1,0,6,0,634,460,461,0,0,0,0,0,13
6319,AD66B26E-7E2D-4978-8CF2-1EF27C6AD8A7,417 AUTOMOTIVE IMPORTS INC.,THE CAR CLUB AND AUTOS ONLINE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1134,32,0,0,0,2,0,0,0,,0,0,24,0,0,1,0,11,0,170,158,41,0,0,0,0,0,27670
6320,AD66B26E-7E2D-4978-8CF2-1EF27C6AD8A7,SAFETYNET AUTOMOTIVE FINANCE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,32,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6321,2AC0083E-417E-4BD8-B1B3-7FB9A23D4A5E,LEISURE MART AND RV CANADA CORPORATION,RV CANADA POWERSPORTS - PRINCE OF WALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,14,1,0,8,0,0,,,0,24,0,0,1,0,0,,0,0,0,0,1,0,0,1,2
6322,D6DBF546-96C7-4072-9569-D10FF3208153,VANCE MOTORS LIMITED,,85,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,495,3374,198,0,0,0,0,0,0,23,,,28,15,0,754,1,0,78,,353,307,250,4,1,134,1,0,1973
6332,4FF8869D-D6AA-4877-9E51-BF6753C3693C,BUD RIER CHEVROLET LTD.,,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2847,57,0,1,0,0,8,0,0,,0,0,7,0,0,1,0,0,0,416,365,301,0,0,0,0,0,471
